Order_505	accession	percentage_actg	PubmedID	Country	CountryCleaned	VirusType	SamplingDate	CountryCode	Continent	Country_regions	M49_code	Host	Host2	GenomeLength	SamplingDate_formatted	SamplingYear	Country_formatted	fasta_id	In_dataset437	Order_437	rhierbaps_level1_505	rhierbaps_level2_505	rhierbaps_level1_437	rhierbaps_level2_437	accession	NAMING_PROPOSAL
430	KY325473	99.99	28538723	USA:_Florida	USA	Asian	31/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10786	2016-08-31	2016	USA	KY325473_USA_2016-08-31	yes	215	1	2	2	4	KY325473	ZB.2.2
431	KY325479	99.99	28538723	USA:_Florida	USA	Asian	28/09/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10758	2016-09-28	2016	USA	KY325479_USA_2016-09-28	yes	219	1	1	1	1	KY325479	ZB.2.1
432	KY328289	99.99	27748649	Honduras	Honduras	Asian	16/05/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10807	2016-05-16	2016	Honduras	KY328289_Honduras_2016-05-16	yes	222	1	1	1	1	KY328289	ZB.2.1
433	KY328290	99.99	NA	Bangladesh	Bangladesh	Asian	03/11/2014	BD	AS	Southern Asia	50	Human	Homo_sapiens	10272	2014-11-03	2014	Bangladesh	KY328290_Bangladesh_2014-11-03	yes	223	2	4	4	8	KY328290	ZB.1.1
434	KY348640	99.99	28539654	Suriname	Suriname	Asian	22/01/2016	SR	SA	South America	740	Human	Homo_sapiens	10807	2016-01-22	2016	Suriname	KY348640_Suriname_2016-01-22	yes	224	1	1	1	2	KY348640	ZB.2.0
435	KY379148	99.99	NA	Venezuela	Venezuela	Asian	29/02/2016	VE	SA	South America	862	Human	Homo_sapiens;_38_year_old_male	10691	2016-02-29	2016	Venezuela	KY379148_Venezuela_2016-02-29	yes	225	1	1	1	2	KY379148	ZB.2.0
436	KY415986	99.99	29851952	Haiti	Haiti	Asian	29/05/2014	HT	NAM	Caribbean	332	Human	Homo_sapiens	10808	2014-05-29	2014	Haiti	KY415986_Haiti_2014-05-29	yes	226	1	2	2	5	KY415986	ZB.2.2
437	KY415987	99.99	29851952	Haiti	Haiti	Asian	29/05/2014	HT	NAM	Caribbean	332	Human	Homo_sapiens	10808	2014-05-29	2014	Haiti	KY415987_Haiti_2014-05-29	yes	227	1	2	2	5	KY415987	ZB.2.2
438	KY415988	99.99	29851952	Haiti	Haiti	Asian	05/06/2014	HT	NAM	Caribbean	332	Human	Homo_sapiens	10808	2014-06-05	2014	Haiti	KY415988_Haiti_2014-06-05	yes	228	1	2	2	5	KY415988	ZB.2.2
439	KY415989	99.99	29851952	Haiti	Haiti	Asian	10/06/2014	HT	NAM	Caribbean	332	Human	Homo_sapiens	10808	2014-06-10	2014	Haiti	KY415989_Haiti_2014-06-10	yes	229	1	2	2	5	KY415989	ZB.2.2
440	KY415990	99.99	29851952	Haiti	Haiti	Asian	02/06/2014	HT	NAM	Caribbean	332	Human	Homo_sapiens	10808	2014-06-02	2014	Haiti	KY415990_Haiti_2014-06-02	no		1	2			KY415990	ZB.2.2
441	KY415991	99.99	29851952	Haiti	Haiti	Asian	24/06/2014	HT	NAM	Caribbean	332	Human	Homo_sapiens	10808	2014-06-24	2014	Haiti	KY415991_Haiti_2014-06-24	yes	230	1	2	2	5	KY415991	ZB.2.2
442	KY441401	99.99	NA	Brazil	Brazil	Asian	29/02/2016	BR	SA	South America	76	Human	Homo_sapiens	10662	2016-02-29	2016	Brazil	KY441401_Brazil_2016-02-29	yes	231	1	1	1	2	KY441401	ZB.2.0
443	KY441402	99.99	NA	Brazil	Brazil	Asian	05/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10662	2016-04-05	2016	Brazil	KY441402_Brazil_2016-04-05	yes	232	1	1	1	2	KY441402	ZB.2.0
444	KY606272	99.99	29805095	Mexico:_Oaxaca	Mexico	Asian	05/08/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10794	2016-08-05	2016	Mexico	KY606272_Mexico_2016-08-05	yes	262	1	1	1	1	KY606272	ZB.2.1
445	KY606273	99.99	29805095	Mexico:_Guerrero	Mexico	Asian	30/06/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10708	2016-06-30	2016	Mexico	KY606273_Mexico_2016-06-30	yes	263	1	1	1	1	KY606273	ZB.2.1
446	KY631492	99.99	NA	Brazil:_Manaus_Amazonas_State	Brazil	Asian	08/01/2016	BR	SA	South America	76	Human	Homo_sapiens	10731	2016-01-08	2016	Brazil	KY631492_Brazil_2016-01-08	yes	265	1	1	1	2	KY631492	ZB.2.0
447	KY648934	99.99	NA	Mexico:_Chiapas	Mexico	Asian	2016	MX	NAM	Central America	484	Mosquito	Aedes_aegypti	10647	2016	2016	Mexico	KY648934_Mexico_2016	yes	267	1	1	1	1	KY648934	ZB.2.1
448	KY693677	99.99	28633961	Honduras	Honduras	Asian	26/08/2016	HN	NAM	Central America	340	Human	Homo_sapiens	10694	2016-08-26	2016	Honduras	KY693677_Honduras_2016-08-26	yes	269	1	1	1	1	KY693677	ZB.2.1
449	KY693678	99.99	28633961	Peru	Peru	Asian	28/06/2016	PE	SA	South America	604	Human	Homo_sapiens	10666	2016-06-28	2016	Peru	KY693678_Peru_2016-06-28	yes	270	1	1	1	2	KY693678	ZB.2.0
450	KY693679	99.99	28633961	Peru	Peru	Asian	11/07/2016	PE	SA	South America	604	Human	Homo_sapiens	10688	2016-07-11	2016	Peru	KY693679_Peru_2016-07-11	yes	271	1	1	1	2	KY693679	ZB.2.0
451	KY765317	99.99	NA	Nicaragua:_Managua	Nicaragua	Asian	29/06/2016	NI	NAM	Central America	558	Human	Homo_sapiens;_M;_6_years	10744	2016-06-29	2016	Nicaragua	KY765317_Nicaragua_2016-06-29	yes	273	1	1	1	1	KY765317	ZB.2.1
452	KY765318	99.99	NA	Nicaragua:_Managua	Nicaragua	Asian	10/07/2016	NI	NAM	Central America	558	Human	Homo_sapiens;_F;_11_years	10704	2016-07-10	2016	Nicaragua	KY765318_Nicaragua_2016-07-10	yes	274	1	1	1	1	KY765318	ZB.2.1
453	KY765323	99.99	NA	Nicaragua:_Managua	Nicaragua	Asian	30/06/2016	NI	NAM	Central America	558	Human	Homo_sapiens;_M;_8_years	10713	2016-06-30	2016	Nicaragua	KY765323_Nicaragua_2016-06-30	yes	276	1	1	1	1	KY765323	ZB.2.1
454	KY765324	99.99	NA	Nicaragua:_Managua	Nicaragua	Asian	07/07/2016	NI	NAM	Central America	558	Human	Homo_sapiens;_F;_2_years	10686	2016-07-07	2016	Nicaragua	KY765324_Nicaragua_2016-07-07	yes	277	1	1	1	1	KY765324	ZB.2.1
455	KY765325	99.99	NA	Nicaragua:_Managua	Nicaragua	Asian	22/04/2016	NI	NAM	Central America	558	Human	Homo_sapiens;_M;_11_years	10742	2016-04-22	2016	Nicaragua	KY765325_Nicaragua_2016-04-22	yes	278	1	1	1	1	KY765325	ZB.2.1
456	KY785420	99.99	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	18/04/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10621	2016-04-18	2016	DominicanRepublic	KY785420_DominicanRepublic_2016-04-18	yes	286	1	2	2	5	KY785420	ZB.2.2
457	KY785441	99.99	28538734	Dominican_Republic:_Distrito_Nacional	Dominican Republic	Asian	13/06/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10365	2016-06-13	2016	DominicanRepublic	KY785441_DominicanRepublic_2016-06-13	yes	299	1	2	2	5	KY785441	ZB.2.2
458	KY785455	99.99	28538734	Brazil:_Rio_de_Janeiro	Brazil	Asian	06/04/2016	BR	SA	South America	76	Human	Homo_sapiens	10732	2016-04-06	2016	Brazil	KY785455_Brazil_2016-04-06	yes	308	1	1	1	2	KY785455	ZB.2.0
459	LC190723	99.99	NA	Dominican_Republic	Dominican Republic	Asian	20/05/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10786	2016-05-20	2016	DominicanRepublic	LC190723_DominicanRepublic_2016-05-20	yes	325	1	2	2	5	LC190723	ZB.2.2
460	LC191864	99.99	28367888	Fiji	Fiji	Asian	21/04/2016	FJ	OC	Melanesia	242	Human	Homo_sapiens	10807	2016-04-21	2016	Fiji	LC191864_Fiji_2016-04-21	yes	326	1	1	1	2	LC191864	ZB.2.0
461	LC219720	99.99	28445122	Vietnam	Vietnam	Asian	22/11/2016	VN	AS	South-Eastern Asia	704	Human	Homo_sapiens	10696	2016-11-22	2016	Vietnam	LC219720_Vietnam_2016-11-22	yes	327	2	4	1	2	LC219720	ZB.1.1 / ZB.2.0
462	LC369584	99.99	NA	Thailand	Thailand	Asian	2017	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10718	2017	2017	Thailand	LC369584_Thailand_2017	yes	328	5	13	5	13	LC369584	ZB.1.2
463	MF073357	99.99	NA	Brazil	Brazil	Asian	01/02/2016	BR	SA	South America	76	Human	Homo_sapiens	10807	2016-02-01	2016	Brazil	MF073357_Brazil_2016-02-01	yes	330	1	1	1	2	MF073357	ZB.2.0
464	MF073358	99.99	NA	Brazil	Brazil	Asian	01/06/2015	BR	SA	South America	76	Human	Homo_sapiens	10807	2015-06-01	2015	Brazil	MF073358_Brazil_2015-06-01	yes	331	1	1	1	2	MF073358	ZB.2.0
465	MF073359	99.99	NA	Brazil	Brazil	Asian	01/03/2015	BR	SA	South America	76	Human	Homo_sapiens	10807	2015-03-01	2015	Brazil	MF073359_Brazil_2015-03-01	yes	332	1	1	1	2	MF073359	ZB.2.0
466	MF098766	99.99	NA	Dominican_Republic	Dominican Republic	Asian	31/05/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10339	2016-05-31	2016	DominicanRepublic	MF098766_DominicanRepublic_2016-05-31	yes	335	1	2	2	5	MF098766	ZB.2.2
467	MF098768	99.99	NA	Dominican_Republic	Dominican Republic	Asian	25/08/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10339	2016-08-25	2016	DominicanRepublic	MF098768_DominicanRepublic_2016-08-25	yes	337	1	2	2	5	MF098768	ZB.2.2
468	MF098769	99.99	NA	Dominican_Republic	Dominican Republic	Asian	25/08/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens	10339	2016-08-25	2016	DominicanRepublic	MF098769_DominicanRepublic_2016-08-25	yes	338	1	2	2	5	MF098769	ZB.2.2
469	MF098771	99.99	NA	Mexico	Mexico	Asian	30/01/2017	MX	NAM	Central America	484	Human	Homo_sapiens	10657	2017-01-30	2017	Mexico	MF098771_Mexico_2017-01-30	yes	339	1	1	1	1	MF098771	ZB.2.1
470	MF167360	99.99	28712937	Cuba	Cuba	Asian	26/02/2016	CU	NAM	Caribbean	192	Human	Homo_sapiens	10590	2016-02-26	2016	Cuba	MF167360_Cuba_2016-02-26	yes	342	1	1	1	2	MF167360	ZB.2.0
471	MF352141	99.99	NA	Brazil:_Pernambuco	Brazil	Asian	13/05/2015	BR	SA	South America	76	Human	Homo_sapiens	10803	2015-05-13	2015	Brazil	MF352141_Brazil_2015-05-13	yes	343	1	1	1	2	MF352141	ZB.2.0
472	MF384325	99.99	NA	Haiti	Haiti	Asian	17/05/2016	HT	NAM	Caribbean	332	Mosquito	Aedes_aegypti_(mosquito);_male	10808	2016-05-17	2016	Haiti	MF384325_Haiti_2016-05-17	yes	344	1	2	2	5	MF384325	ZB.2.2
473	MF434517	99.99	29805095	Nicaragua:_Managua	Nicaragua	Asian	19/08/2016	NI	NAM	Central America	558	Human	Homo_sapiens	10768	2016-08-19	2016	Nicaragua	MF434517_Nicaragua_2016-08-19	yes	346	1	1	1	1	MF434517	ZB.2.1
474	MF434522	99.99	29805095	Nicaragua:_Managua	Nicaragua	Asian	29/08/2016	NI	NAM	Central America	558	Human	Homo_sapiens	10765	2016-08-29	2016	Nicaragua	MF434522_Nicaragua_2016-08-29	yes	349	1	1	1	1	MF434522	ZB.2.1
475	MF510857	99.99	NA	Senegal	Senegal	African	12/06/1984	SN	AF	Western Africa	686	Mosquito	Aedes_taylori	10802	1984-06-12	1984	Senegal	MF510857_Senegal_1984-06-12	no		3	8			MF510857	ZA.1.2
476	MF593625	99.99	NA	Guatemala	Guatemala	Asian	14/09/2016	GT	NAM	Central America	320	Human	Homo_sapiens	10272	2016-09-14	2016	Guatemala	MF593625_Guatemala_2016-09-14	yes	351	1	1	1	1	MF593625	ZB.2.1
477	MF664436	99.99	NA	Dominican_Republic	Dominican Republic	Asian	25/08/2016	DO	NAM	Caribbean	214	Human	Homo_sapiens;_female	10502	2016-08-25	2016	DominicanRepublic	MF664436_DominicanRepublic_2016-08-25	yes	352	1	2	2	5	MF664436	ZB.2.2
478	MF783072	99.99	NA	Haiti	Haiti	Asian	27/06/2016	HT	NAM	Caribbean	332	Mosquito	Aedes_aegypti;_female	10808	2016-06-27	2016	Haiti	MF783072_Haiti_2016-06-27	yes	353	1	2	2	5	MF783072	ZB.2.2
479	MF783073	99.99	NA	Haiti	Haiti	Asian	10/05/2016	HT	NAM	Caribbean	332	Mosquito	mosquito	10808	2016-05-10	2016	Haiti	MF783073_Haiti_2016-05-10	no		1	1			MF783073	ZB.2.0
480	MF794971	99.99	NA	Ecuador	Ecuador	Asian	01/05/2016	EC	SA	South America	218	Human	Homo_sapiens	10776	2016-05-01	2016	Ecuador	MF794971_Ecuador_2016-05-01	yes	354	1	1	1	2	MF794971	ZB.2.0
481	MF801378	99.99	29805095	Guatemala	Guatemala	Asian	21/07/2016	GT	NAM	Central America	320	Human	Homo_sapiens	10722	2016-07-21	2016	Guatemala	MF801378_Guatemala_2016-07-21	yes	356	1	1	1	1	MF801378	ZB.2.1
482	MF801381	99.99	29805095	Honduras	Honduras	Asian	2016	HN	NAM	Central America	340	Human	Homo_sapiens	10693	2016	2016	Honduras	MF801381_Honduras_2016	yes	358	1	1	1	1	MF801381	ZB.2.1
483	MF801395	99.99	29805095	Mexico:_Chiapas	Mexico	Asian	09/05/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10671	2016-05-09	2016	Mexico	MF801395_Mexico_2016-05-09	yes	368	1	1	1	1	MF801395	ZB.2.1
484	MF801398	99.99	29805095	Mexico:_Chiapas	Mexico	Asian	20/05/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10685	2016-05-20	2016	Mexico	MF801398_Mexico_2016-05-20	yes	371	1	1	1	1	MF801398	ZB.2.1
485	MF801402	99.99	29805095	Mexico:_Chiapas	Mexico	Asian	26/05/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10725	2016-05-26	2016	Mexico	MF801402_Mexico_2016-05-26	yes	375	1	1	1	1	MF801402	ZB.2.1
486	MF801403	99.99	29805095	Mexico:_Chiapas	Mexico	Asian	25/05/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10624	2016-05-25	2016	Mexico	MF801403_Mexico_2016-05-25	yes	376	1	1	1	1	MF801403	ZB.2.1
487	MF801406	99.99	29805095	Mexico:_Oaxaca	Mexico	Asian	07/07/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10665	2016-07-07	2016	Mexico	MF801406_Mexico_2016-07-07	yes	378	1	1	1	1	MF801406	ZB.2.1
488	MF801410	99.99	29805095	Mexico:_Guerrero	Mexico	Asian	05/07/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10675	2016-07-05	2016	Mexico	MF801410_Mexico_2016-07-05	yes	381	1	1	1	1	MF801410	ZB.2.1
489	MF801412	99.99	29805095	Mexico:_Guerrero	Mexico	Asian	07/07/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10659	2016-07-07	2016	Mexico	MF801412_Mexico_2016-07-07	yes	383	1	1	1	1	MF801412	ZB.2.1
490	MF801414	99.99	29805095	Mexico:_Guerrero	Mexico	Asian	05/07/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10692	2016-07-05	2016	Mexico	MF801414_Mexico_2016-07-05	yes	385	1	1	1	1	MF801414	ZB.2.1
491	MF801417	99.99	29805095	Mexico:_Chiapas	Mexico	Asian	01/07/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10654	2016-07-01	2016	Mexico	MF801417_Mexico_2016-07-01	yes	387	1	1	1	1	MF801417	ZB.2.1
492	MF801418	99.99	29805095	Mexico:_Chiapas	Mexico	Asian	30/06/2016	MX	NAM	Central America	484	Human	Homo_sapiens	10682	2016-06-30	2016	Mexico	MF801418_Mexico_2016-06-30	yes	388	1	1	1	1	MF801418	ZB.2.1
493	MF801426	99.99	29805095	Nicaragua	Nicaragua	Asian	25/07/2016	NI	NAM	Central America	558	Human	Homo_sapiens	10720	2016-07-25	2016	Nicaragua	MF801426_Nicaragua_2016-07-25	yes	392	1	1	1	1	MF801426	ZB.2.1
494	MF988734	99.99	29346272	Cuba	Cuba	Asian	18/08/2017	CU	NAM	Caribbean	192	Human	Homo_sapiens	10415	2017-08-18	2017	Cuba	MF988734_Cuba_2017-08-18	yes	393	1	1	1	1	MF988734	ZB.2.1
495	MG494697	99.99	NA	Mexico:_Veracruz	Mexico	Asian	24/11/2016	MX	NAM	Central America	484	Human	Homo_sapiens;_female_newborn	10666	2016-11-24	2016	Mexico	MG494697_Mexico_2016-11-24	yes	395	1	1	1	1	MG494697	ZB.2.1
496	MG548660	99.99	29985788	Thailand	Thailand	Asian	30/11/2016	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10807	2016-11-30	2016	Thailand	MG548660_Thailand_2016-11-30	yes	396	5	13	5	13	MG548660	ZB.1.2
497	MG645981	99.99	NA	Thailand	Thailand	Asian	28/10/2006	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10623	2006-10-28	2006	Thailand	MG645981_Thailand_2006-10-28	yes	397	2	4	4	7	MG645981	ZB.1.1
498	MG807646	99.99	29985788	Thailand	Thailand	Asian	11/11/2016	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10807	2016-11-11	2016	Thailand	MG807646_Thailand_2016-11-11	yes	398	5	11	5	11	MG807646	ZB.1.2
499	MH013290	99.99	29985788	Thailand	Thailand	Asian	01/10/2017	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10762	2017-10-01	2017	Thailand	MH013290_Thailand_2017-10-01	yes	400	5	13	5	13	MH013290	ZB.1.2
500	MH063262	99.99	NA	Cuba	Cuba	Asian	17/07/2017	CU	NAM	Caribbean	192	Human	Homo_sapiens	10619	2017-07-17	2017	Cuba	MH063262_Cuba_2017-07-17	yes	404	1	1	1	1	MH063262	ZB.2.1
501	MH063264	99.99	NA	Cuba	Cuba	Asian	13/08/2017	CU	NAM	Caribbean	192	Human	Homo_sapiens	10366	2017-08-13	2017	Cuba	MH063264_Cuba_2017-08-13	yes	406	1	2	2	5	MH063264	ZB.2.2
502	MH513599	99.99	NA	Brazil:_Sinop_MT	Brazil	Asian	11/12/2015	BR	SA	South America	76	Human	Homo_sapiens	10658	2015-12-11	2015	Brazil	MH513599_Brazil_2015-12-11	yes	408	1	1	1	2	MH513599	ZB.2.0
503	MH513600	99.99	NA	Brazil:_Sinop_MT	Brazil	Asian	11/12/2015	BR	SA	South America	76	Human	Homo_sapiens	10658	2015-12-11	2015	Brazil	MH513600_Brazil_2015-12-11	yes	409	1	1	1	2	MH513600	ZB.2.0
504	MK238037	99.99	30703541	India	India	Asian	10/10/2018	IN	AS	Southern Asia	356	Human	Homo_sapiens	10768	2018-10-10	2018	India	MK238037_India_2018-10-10	yes	413	2	4	4	10	MK238037	ZB.1.1
505	AY632535	100	16223950	Uganda	Uganda	African	1947	UG	AF	Eastern Africa	800	Monkey	Sentinel_monkey	10794	1947	1947	Uganda	AY632535_Uganda_1947	no		4	10			AY632535	ZA.1.1
